more_information,info_id,date
"DURHAM CHEMICAL COMPANY FACES STRIKE AFTER MORE THAN 100 WORKERS VOTE FOR INDUSTRIAL ACTION
GMB members have smashed the threshold for strike action with an overwhelming majority, says GMB Union
Almost 100 workers at a Durham chemical company have voted to strike in anger over a real terms pay cut.
GMB members at Thomas Swan, in Consett, have overwhelmingly voted to take industrial action, with a majority of more than 92 per cent.
Five 24 hour strikes will take place on 30 Nov, Dec 7, 14 and 21 and 4 Jan.
A revised offer of 5.1 per cent – capped at £1,000, meaning the vast majority of the workforce would get even less – was overwhelmingly rejected. 
Andrew Blunt, GMB Organiser, said:  
“GMB members have smashed the threshold for strike action with an overwhelming majority.
“This sends a clear message to Thomas Swan.
“The directors are doing very well out of the business, but they tell hardworking members there is no money. 
“Thomas Swan needs to get back round the table and take a sensible approach and reward our members with an increase that will help them with the rising cost of living.
",81,2022-12-21
"DURHAM CHEMICAL COMPANY FACES STRIKE AFTER MORE THAN 100 WORKERS VOTE FOR INDUSTRIAL ACTION
GMB members have smashed the threshold for strike action with an overwhelming majority, says GMB Union
Almost 100 workers at a Durham chemical company have voted to strike in anger over a real terms pay cut.
GMB members at Thomas Swan, in Consett, have overwhelmingly voted to take industrial action, with a majority of more than 92 per cent.
Five 24 hour strikes will take place on 30 Nov, Dec 7, 14 and 21 and 4 Jan.
A revised offer of 5.1 per cent – capped at £1,000, meaning the vast majority of the workforce would get even less – was overwhelmingly rejected. 
Andrew Blunt, GMB Organiser, said:  
“GMB members have smashed the threshold for strike action with an overwhelming majority.
“This sends a clear message to Thomas Swan.
“The directors are doing very well out of the business, but they tell hardworking members there is no money. 
“Thomas Swan needs to get back round the table and take a sensible approach and reward our members with an increase that will help them with the rising cost of living.
",81,2023-01-04
"At the height of the cost of living crisis, security staff are demanding £15/hr, equivalent to the wage paid to security over two decades ago before outsourcing was introduced at UCL (and still paid to a small number of staff who have remained employed since that time and whose conditions are protected by TUPE).

Outsourced workers are also demanding an end to exploitative outsourcing at the university. In addition to low pay, the university’s security subcontractor Bidvest Noonan has failed to pay correct pension contributions and is responsible for repeated payroll errors. The university’s previous subcontractor Axis was responsible for many of the same issues, and also attempted to reduce staff working hours without consultation.",82,NA
"See here for details of the dispute
https://www.ucu.org.uk/article/12469/FAQs",83,2022-11-24
"See here for details of the dispute
https://www.ucu.org.uk/article/12469/FAQs",83,2022-11-25
"See here for details of the dispute
https://www.ucu.org.uk/article/12469/FAQs",83,2022-11-30
"The strikes come after UCU members overwhelmingly voted 'yes' to industrial action last month in two historic national ballots over attacks on pay and working conditions as well as pension cuts. Despite the result, vice-chancellors have not made any improved offers.

In the pay and working conditions dispute, the union's demands include a meaningful pay rise to deal with the cost-of-living crisis and action to end the use of insecure contracts. Employers imposed a pay rise worth just 3% this year following over a decade of below inflation pay awards. A third of academic staff are on some form of temporary contract.

In the pension dispute, UCU is demanding employers revoke the cuts and restore benefits. The package of cuts made earlier this year will see the average member lose 35% from their guaranteed future retirement income. For those at the beginning of their careers the losses are in the hundreds of thousands of pounds.",84,NA
"In the pay and working conditions dispute, the union's demands include a meaningful pay rise to deal with the cost-of-living crisis and action to end the use of insecure contracts. Employers imposed a pay rise worth just 3% this year following over a decade of below inflation pay awards. A third of academic staff are on some form of temporary contract.

In the pension dispute, UCU is demanding employers revoke the cuts and restore benefits. The package of cuts made earlier this year will see the average member lose 35% from their guaranteed future retirement income. For those at the beginning of their careers the losses are in the hundreds of thousands of pounds.",85,NA
"Unite members working for London United will be striking Friday 19th and Saturday 20th August. There will be a picket outside Hounslow Heath Bus Garage, Tamian Way, Hounslow, London TW4 6BL between 0400 and 1830.",86,2022-08-19
"Unite members working for London United will be striking Friday 19th and Saturday 20th August. There will be a picket outside Hounslow Heath Bus Garage, Tamian Way, Hounslow, London TW4 6BL between 0400 and 1830.",86,2022-08-20
"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",87,2023-01-10
Pickets 1 and 8 October.,88,2022-10-01
Pickets 1 and 8 October.,88,2022-10-08
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-05
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-06
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-07
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-08
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-09
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-10
"Unite can confirm that further strike action is set to hit the Coop Funeralcare in Govan, Glasgow for a week beginning today (Monday 5 December).

Unite members at the coffin manufacturing factory will continue strike action after Co-op Funeralcare bosses failed to make an acceptable offer to resolve the long running pay dispute.

The strike action will last from Monday 5th December to Sunday 11th December.

Around 50 craft workers based at the Co-op’s factory are fighting for a fair pay award. The company has offered around 4.0 per cent for 2022, and 5 per cent for 2023, which has been rejected amid inflation soaring to hit a 40-year high of 14.2 per cent (RPI).",89,2022-12-11
"The workers, who recorded a 94 per cent yes vote in favour of strike action, have been offered a pay increase of just 4.3 per cent. With the real rate of inflation, RPI, now running at 14.2 per cent, this amounts to a huge real terms pay cut.

The workers will initially take two 24-hour periods of strike action on Wednesday 30 November and Wednesday 7 December.

The workers are principally employed as production operatives and produce paint. The most popular brand is Dulux paint and the strike action will quickly result in shortages of the product in DIY stores and supermarkets.",90,2022-11-30
"The workers, who recorded a 94 per cent yes vote in favour of strike action, have been offered a pay increase of just 4.3 per cent. With the real rate of inflation, RPI, now running at 14.2 per cent, this amounts to a huge real terms pay cut.

The workers will initially take two 24-hour periods of strike action on Wednesday 30 November and Wednesday 7 December.

The workers are principally employed as production operatives and produce paint. The most popular brand is Dulux paint and the strike action will quickly result in shortages of the product in DIY stores and supermarkets.",90,2022-12-07
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-11-25
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-11-26
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-11-27
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-03
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-04
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-10
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-11
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-17
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-18
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-23
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-24
"Qatari-owned Harrods’ profits at £51m – MD’s pay doubles to £2.3m, but workers’ wages ‘cut’

More than 50 Harrods uniformed security guards and CCTV operators will strike during November and December over a ‘pay cut dressed up as a rise’, Unite, the UK’s leading union, said today (Friday).

The workers will strike over a seven per cent pay offer on 25, 26 and 27 November and 3, 4, 10, 11, 17, 18, 23, 24 and 26 December. The offer is a pay cut when the real rate of inflation, RPI, stands at 14.2 per cent and rising.

Unite general secretary Sharon Graham said: “Harrods and its owners, the Qatar Investment Authority, can absolutely afford to pay these workers a rise that reflects soaring living costs. Harrods, like many Qatari state enterprises, is known the world over for luxury and extravagance, an impression maintained off the backs of workers. Our members at Harrods have Unite’s full support as they fight for a fair pay rise.” 

Harrods made a profit of £51 million in 2021/22 and doubled the pay of its managing director Michael Ward to £2.3 million, even though the company claimed nearly £6 million under the government’s Covid furlough scheme.

The strike action will be accompanied by a picket line outside of Harrods’ main entrance in Knightsbridge.",91,2022-12-26
"Strikes on 24th, 25th and 30th",92,2022-11-24
"Strikes on 24th, 25th and 30th",92,2022-11-25
"Strikes on 24th, 25th and 30th",92,2022-11-30
School trying to cut paid dependency days from 10 days to 5 days. Also trying to scrap Extended Day club that supports children (and parents) until 6PM,93,NA
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-10-24
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-10-26
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-10-28
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-10-31
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-02
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-04
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-07
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-09
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-11
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-14
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-16
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-18
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-21
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-23
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-25
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-28
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-11-30
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-02
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-05
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-07
"Arrow XL are a profitable, cash rich company that has workers on minimum wage.

Owned by the fabulously wealthy Barclay family, Arrow delivers and installs products to customers homes.

The company refuse to make an offer on pay to match inflation and have imposed 6% without agreement.

Unite members at Wigan, Airdrie, Worcester, Enfield, Norwich and many other sites are taking strike action every Monday Wednesday and Friday until Christmas.
",94,2022-12-09
