id,trade_unions_taking_action,email_solidarity,employer_name,action_reason,action_start,constituency,region,country,more_information,strike_status,status,location/lat,location/lng,twitter_handles,union/slug,union
32585,Educational Institute of Scotland, enquiries@eis.org.uk,Balloch Primary,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.495829,-4.118326,,eis,
32586,Educational Institute of Scotland, enquiries@eis.org.uk,Balnain Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.337944,-4.584374,,eis,
32587,Educational Institute of Scotland, enquiries@eis.org.uk,Cannich Bridge Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.345115,-4.767695,,eis,
33062,Educational Institute of Scotland, enquiries@eis.org.uk,Thorn Primary School,Pay,2023-01-10T00:00:00+00:00,Paisley and Renfrewshire South,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.834835,-4.502831,,eis,
32589,Educational Institute of Scotland, enquiries@eis.org.uk,Daviot Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.42808,-4.127935,,eis,
32590,Educational Institute of Scotland, enquiries@eis.org.uk,Dochgarroch Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.435551,-4.302013,,eis,
32591,Educational Institute of Scotland, enquiries@eis.org.uk,Farr Primary School - Inverness,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.374823,-4.187257,,eis,
32593,Educational Institute of Scotland, enquiries@eis.org.uk,Holm Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.451646,-4.242083,,eis,
32594,Educational Institute of Scotland, enquiries@eis.org.uk,Bishop Eden's Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.478751,-4.233202,,eis,
32595,Educational Institute of Scotland, enquiries@eis.org.uk,Cauldeen Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.45878,-4.217212,,eis,
32596,Educational Institute of Scotland, enquiries@eis.org.uk,Central Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.476793,-4.232247,,eis,
32597,Educational Institute of Scotland, enquiries@eis.org.uk,Crown Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.476452,-4.217448,,eis,
32601,Educational Institute of Scotland, enquiries@eis.org.uk,Lochardil Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.455986,-4.230429,,eis,
32602,Educational Institute of Scotland, enquiries@eis.org.uk,Merkinch Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.484761,-4.237356,,eis,
32604,Educational Institute of Scotland, enquiries@eis.org.uk,Raigmore Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.478661,-4.19845,,eis,
32605,Educational Institute of Scotland, enquiries@eis.org.uk,Smithton Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.480628,-4.149007,,eis,
32606,Educational Institute of Scotland, enquiries@eis.org.uk,Teanassie Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.459509,-4.543995,,eis,
32607,Educational Institute of Scotland, enquiries@eis.org.uk,Tomnacross Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.437042,-4.478649,,eis,
33069,Educational Institute of Scotland, enquiries@eis.org.uk,Leader Valley School,Pay,2023-01-10T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.638281,-2.673953,,eis,
32609,Educational Institute of Scotland, enquiries@eis.org.uk,Kirkhill Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.476879,-4.412821,,eis,
32610,Educational Institute of Scotland, enquiries@eis.org.uk,Drummond School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.458139,-4.227191,,eis,
32611,Educational Institute of Scotland, enquiries@eis.org.uk,Muirtown Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.482751,-4.250279,,eis,
32613,Educational Institute of Scotland, enquiries@eis.org.uk,Duncan Forbes Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.491409,-4.14063,,eis,
32614,Educational Institute of Scotland, enquiries@eis.org.uk,Stratherrick Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.249095,-4.421164,,eis,
32615,Educational Institute of Scotland, enquiries@eis.org.uk,Beauly Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.484487,-4.462226,,eis,
32616,Educational Institute of Scotland, enquiries@eis.org.uk,Glenurquhart Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.328917,-4.482441,,eis,
32617,Educational Institute of Scotland, enquiries@eis.org.uk,Glenelg Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.220466,-5.563229,,eis,
33073,Educational Institute of Scotland, enquiries@eis.org.uk,Kingsland Primary School,Pay,2023-01-10T00:00:00+00:00,"Dumfriesshire, Clydesdale and Tweeddale",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.65356,-3.204253,,eis,
32620,Educational Institute of Scotland, enquiries@eis.org.uk,Aviemore Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.199024,-3.827732,,eis,
32621,Educational Institute of Scotland, enquiries@eis.org.uk,Deshar Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.255125,-3.778073,,eis,
32622,Educational Institute of Scotland, enquiries@eis.org.uk,Gergask Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.020182,-4.285769,,eis,
32624,Educational Institute of Scotland, enquiries@eis.org.uk,Grantown Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.331275,-3.603905,,eis,
32625,Educational Institute of Scotland, enquiries@eis.org.uk,Kingussie Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.078692,-4.053279,,eis,
32626,Educational Institute of Scotland, enquiries@eis.org.uk,Carrbridge Primary,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.283374,-3.815039,,eis,
32627,Educational Institute of Scotland, enquiries@eis.org.uk,Auldearn Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.576397,-3.806897,,eis,
32628,Educational Institute of Scotland, enquiries@eis.org.uk,Cawdor Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.531374,-3.93848,,eis,
33079,Educational Institute of Scotland, enquiries@eis.org.uk,Fountainhall Primary School,Pay,2023-01-10T00:00:00+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.733696,-2.908649,,eis,
32631,Educational Institute of Scotland, enquiries@eis.org.uk,Gairloch Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.728888,-5.692722,,eis,
32632,Educational Institute of Scotland, enquiries@eis.org.uk,Ullapool Primary School,Pay,2023-01-10T00:00:00+00:00,"Ross, Skye and Lochaber",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.897833,-5.161895,,eis,
32633,Educational Institute of Scotland, enquiries@eis.org.uk,Kilchuimen Primary School,Pay,2023-01-10T00:00:00+00:00,"Inverness, Nairn, Badenoch and Strathspey",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,57.143654,-4.68524,,eis,
32634,Educational Institute of Scotland, enquiries@eis.org.uk,Whinhill Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.93756,-4.774114,,eis,
32636,Educational Institute of Scotland, enquiries@eis.org.uk,Craigmarloch School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.919891,-4.654128,,eis,
32637,Educational Institute of Scotland, enquiries@eis.org.uk,Newark Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.927148,-4.665639,,eis,
32638,Educational Institute of Scotland, enquiries@eis.org.uk,Aileymill Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.940537,-4.81717,,eis,
32639,Educational Institute of Scotland, enquiries@eis.org.uk,All Saints Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.934589,-4.738192,,eis,
32640,Educational Institute of Scotland, enquiries@eis.org.uk,Ardgowan Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.950655,-4.773353,,eis,
32651,Educational Institute of Scotland, enquiries@eis.org.uk,Kilmacolm Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.890886,-4.63321,,eis,
33448,Educational Institute of Scotland, enquiries@eis.org.uk,St Joseph's Primary School (Linlithgow),Pay,2023-01-10T00:00:00+00:00,Linlithgow and East Falkirk,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.971669,-3.609447,,eis,
32642,Educational Institute of Scotland, enquiries@eis.org.uk,Lady Alice Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.941355,-4.788336,,eis,
32643,Educational Institute of Scotland, enquiries@eis.org.uk,Gourock Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.957042,-4.813579,,eis,
32644,Educational Institute of Scotland, enquiries@eis.org.uk,Moorfoot Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.950679,-4.833543,,eis,
32645,Educational Institute of Scotland, enquiries@eis.org.uk,St Andrew's Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.944853,-4.815145,,eis,
32647,Educational Institute of Scotland, enquiries@eis.org.uk,St Mary's Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.952275,-4.765683,,eis,
32648,Educational Institute of Scotland, enquiries@eis.org.uk,St Patrick's Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.942397,-4.768378,,eis,
32649,Educational Institute of Scotland, enquiries@eis.org.uk,St Ninian's Primary School,Pay,2023-01-10T00:00:00+00:00,Inverclyde,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.951042,-4.822787,,eis,
